0:0:0:0:0: addSignalOneAndTwo 
90:48:0:500: phasePattern 
91:48:0:500: phasePattern 
92:48:0:500: phasePattern 
93:48:0:500: phasePattern 
94:48:0:500: phasePattern 
95:48:0:500: phasePattern 
96:48:0:500: phasePattern 
97:48:0:500: phasePattern 
98:48:0:500: phasePattern 
99:48:0:500: phasePattern 
100:48:0:500: phasePattern 
101:48:0:500: phasePattern 
102:48:0:500: phasePattern 
103:48:0:500: phasePattern 
104:48:0:500: phasePattern 
105:48:0:500: phasePattern 
106:48:0:500: phasePattern 
107:48:0:500: phasePattern 
108:48:0:500: phasePattern 
109:48:0:500: phasePattern 
110:48:0:500: phasePattern 
111:48:0:500: phasePattern 
112:48:0:500: phasePattern 
113:48:0:500: phasePattern 
114:48:0:500: phasePattern 
115:48:0:500: phasePattern 
116:48:0:500: phasePattern 
117:48:0:500: phasePattern 
118:48:0:500: phasePattern 
119:48:0:500: phasePattern 
120:48:0:500: phasePattern 
121:48:0:500: phasePattern 
122:48:0:500: phasePattern 
123:48:0:500: phasePattern 
124:48:0:500: phasePattern 
125:48:0:500: phasePattern 
126:48:0:500: phasePattern 
127:48:0:500: phasePattern 
128:48:0:500: phasePattern 
129:48:0:500: phasePattern 
130:48:0:500: phasePattern 
131:48:0:500: phasePattern 
132:48:0:500: phasePattern 
133:48:0:500: phasePattern 
134:48:0:500: phasePattern 
135:48:0:500: phasePattern 
136:48:0:500: phasePattern 
137:48:0:500: phasePattern 
138:48:0:500: phasePattern 
139:48:0:500: phasePattern 
140:48:0:500: phasePattern 
141:48:0:500: phasePattern 
142:48:0:500: phasePattern 
143:48:0:500: phasePattern 
144:48:0:500: phasePattern 
145:48:0:500: phasePattern 
146:48:0:500: phasePattern 
147:48:0:500: phasePattern 
148:48:0:500: phasePattern 
149:48:0:500: phasePattern 
150:48:0:500: phasePattern 
151:48:0:500: phasePattern 
152:48:0:500: phasePattern 
153:48:8133:500: phasePattern 
154:48:6833:500: phasePattern 
155:48:6833:500: phasePattern 
156:48:6833:500: phasePattern 
157:48:6833:500: phasePattern 
158:48:6833:500: phasePattern 
159:48:6833:500: phasePattern 
160:48:6833:500: phasePattern 
161:48:6833:500: phasePattern 
162:48:6833:500: phasePattern 
163:48:6833:500: phasePattern 
164:48:6833:500: phasePattern 
165:48:6833:500: phasePattern 
166:48:6733:500: phasePattern 
167:48:6100:500: phasePattern 
168:48:5566:500: phasePattern 
169:48:5566:500: phasePattern 
170:48:5566:500: phasePattern 
171:48:5566:500: phasePattern 
172:48:5566:500: phasePattern 
173:48:5566:500: phasePattern 
174:48:5566:500: phasePattern 
175:48:5566:500: phasePattern 
176:48:5566:500: phasePattern 
177:48:5566:500: phasePattern 
178:48:5566:500: phasePattern 
179:48:5566:500: phasePattern 
180:48:5566:500: phasePattern 
181:48:5566:500: phasePattern 
182:48:5566:500: phasePattern 
183:48:5566:500: phasePattern 
184:18:5566:500: phasePattern 
185:18:5566:500: phasePattern 
186:18:5566:500: phasePattern 
187:0:5566:500: null 
188:0:5566:500: null 
189:18:5566:500: null 
190:88:5566:500: null 
191:88:5566:500: null 
192:88:5566:500: null 
193:88:5566:500: null 
194:88:5566:500: null 
195:88:5566:500: null 
196:88:5566:500: null 
197:88:5566:500: null 
198:88:5566:500: null 
199:88:5566:500: null 
200:88:5566:500: null 
201:88:5566:500: null 
202:88:4899:500: null 
203:88:3400:500: null 
204:88:2666:500: null 
205:88:2500:500: null 
206:88:2500:500: null 
207:88:2500:500: null 
208:88:2500:500: null 
209:88:2500:500: null 
210:88:2500:500: null 
211:88:2500:500: null 
212:88:2500:500: null 
213:88:2500:500: null 
214:88:2500:500: null 
215:88:2500:500: null 
216:88:2500:500: null 
217:88:2500:500: null 
218:88:2500:500: null 
219:88:2500:500: null 
220:88:2500:500: null 
221:88:2500:500: null 
222:88:2500:500: null 
223:88:2500:500: null 
224:88:2500:500: null 
225:88:2500:500: null 
226:88:2500:500: null 
227:88:2500:500: null 
228:88:2500:500: null 
229:88:2500:500: null 
230:88:2500:500: null 
231:88:2500:500: null 
232:88:2500:500: null 
233:88:2500:500: null 
234:88:2500:500: null 
235:88:2500:500: null 
236:88:2500:500: null 
237:88:2500:500: null 
238:88:2500:500: null 
239:88:2500:500: null 
240:88:2500:500: null 
241:88:2500:500: null 
242:88:2500:500: null 
243:8:2500:500: null 
244:8:2500:500: null 
245:8:2500:500: null 
246:8:2500:500: null 
247:8:2500:500: null 
248:8:2500:500: null 
249:8:2500:500: null 
250:8:2500:500: null 
251:0:2500:500: null 
252:0:2500:500: null 
253:68:2500:500: null 
254:68:2500:500: null 
255:68:2500:500: null 
256:68:2500:500: null 
257:68:2500:500: null 
258:68:2500:500: null 
259:68:2500:500: null 
260:68:2500:500: null 
261:68:2500:500: null 
262:68:2500:500: null 
263:68:2500:500: null 
264:68:2500:500: null 
265:68:2500:500: null 
266:68:2500:500: null 
267:68:2500:500: null 
268:68:2500:500: null 
269:68:2500:500: null 
270:68:2500:500: null 
271:68:2500:500: null 
272:68:2500:500: null 
273:68:2500:500: null 
274:68:2500:500: null 
275:68:2500:500: null 
276:68:2500:500: null 
277:68:2500:500: null 
278:68:2500:500: null 
279:68:2500:500: null 
280:68:2500:500: null 
281:68:2500:500: null 
282:68:2500:500: null 
283:68:2500:500: null 
284:68:2500:500: null 
285:68:2500:500: null 
286:68:2500:500: null 
287:68:2500:500: null 
288:68:2500:500: null 
289:68:2500:500: null 
290:68:2500:500: null 
291:68:2500:500: null 
292:68:2500:500: null 
293:68:2500:500: null 
294:68:2500:500: null 
295:68:2500:500: null 
296:68:2500:500: null 
297:68:2500:500: null 
298:68:2500:500: null 
299:68:2500:500: null 
300:68:2500:500: null 
301:68:2500:500: null 
302:68:2500:500: null 
303:68:2500:500: null 
304:68:2500:500: null 
305:68:2500:500: null 
306:68:2500:500: null 
307:68:2500:500: null 
308:68:2500:500: null 
309:68:2500:500: null 
310:68:2500:500: null 
311:68:2500:500: null 
312:68:2500:500: null 
313:68:2500:500: null 
314:68:2500:500: null 
315:68:2500:500: null 
316:68:2500:500: null 
317:68:2500:500: null 
318:68:2500:500: null 
319:68:2500:500: null 
320:68:2500:500: null 
321:68:2500:500: null 
322:68:2500:500: null 
323:68:2500:500: null 
324:68:2500:500: null 
325:68:2500:500: null 
326:68:2500:500: null 
327:68:2500:500: null 
328:68:2500:500: null 
329:68:2500:500: null 
330:68:2500:500: null 
331:68:2500:500: null 
332:68:2500:500: null 
333:68:2500:500: null 
334:68:2500:500: null 
335:68:2500:500: null 
336:68:2500:500: null 
337:68:2500:500: null 
338:68:2500:500: null 
339:68:2500:500: null 
340:68:2500:500: null 
341:68:2500:500: null 
342:68:2500:500: null 
343:68:2500:500: null 
344:68:2500:500: null 
345:68:2500:500: null 
346:68:2500:500: null 
347:68:2500:500: null 
348:68:2500:500: null 
349:68:2500:500: null 
350:68:2500:500: null 
351:68:2500:500: null 
352:68:2500:500: null 
353:68:2500:500: null 
354:68:2500:500: null 
355:68:2500:500: null 
356:68:2500:500: null 
357:68:2500:500: null 
358:68:2500:500: null 
359:68:2500:500: null 
360:68:2500:500: null 
361:68:2500:500: null 
362:68:2500:500: null 
363:68:2500:500: null 
364:68:2500:500: null 
365:68:2500:500: null 
366:68:2500:500: null 
367:68:2500:500: null 
368:68:2500:500: null 
369:68:2500:500: null 
370:0:2500:500: null 
371:0:2500:500: null 
372:0:2500:500: null 
373:66:2500:500: null 
374:66:2500:500: null 
375:66:2500:500: null 
376:66:2500:500: null 
377:66:2500:500: null 
378:66:2500:500: null 
379:66:2500:500: null 
380:66:2500:500: null 
381:66:2500:500: null 
382:66:2500:500: null 
383:66:2500:500: null 
384:66:2500:500: null 
385:66:2500:500: null 
386:66:2500:500: null 
387:66:2500:500: null 
388:66:2500:500: null 
389:66:2500:500: null 
390:66:2500:500: null 
391:66:2500:500: null 
392:66:2500:500: null 
393:66:2500:500: null 
394:66:2500:500: null 
395:66:2500:500: null 
396:66:2500:500: null 
397:66:2500:500: null 
398:66:2500:500: null 
399:66:2500:500: null 
400:66:2500:500: null 
401:66:2500:500: null 
402:66:2500:500: null 
403:66:2500:500: null 
404:66:2500:500: null 
405:66:2500:500: null 
406:66:2500:500: null 
407:66:2500:500: null 
408:66:2500:500: null 
409:66:2500:500: null 
410:66:2500:500: null 
411:66:2500:500: null 
412:66:2500:500: null 
413:66:2500:500: null 
414:66:2500:500: null 
415:66:2500:500: null 
416:66:2500:500: null 
417:66:2500:500: null 
418:66:2500:500: null 
419:66:2500:500: null 
420:0:2500:500: null 
421:0:2500:500: null 
422:0:2500:500: null 
423:67:2500:500: null 
424:67:2500:500: null 
425:67:2500:500: null 
426:67:2500:500: null 
427:67:2500:500: null 
428:67:2500:500: null 
429:67:2500:500: null 
430:67:2500:500: null 
431:67:2500:500: null 
432:67:2500:500: null 
433:67:2500:500: null 
434:67:2500:500: null 
435:0:2500:500: null 
436:0:2500:500: null 
437:0:2500:500: null 
438:68:2500:500: null 
439:68:2500:500: null 
440:68:2500:500: null 
441:68:2500:500: null 
442:68:2500:500: null 
443:68:2500:500: null 
444:68:2500:500: null 
445:68:2500:500: null 
446:68:2500:500: null 
447:68:2500:500: null 
448:68:2500:500: null 
449:68:2500:500: null 
450:68:2500:500: null 
451:68:2500:500: null 
452:68:2500:500: null 
453:68:2500:500: null 
454:68:2500:500: null 
455:68:2500:500: null 
456:68:2500:500: null 
457:68:2500:500: null 
458:68:2500:500: null 
459:68:2500:500: null 
460:68:2500:500: null 
461:68:2500:500: null 
462:68:2500:500: null 
463:68:2500:500: null 
464:68:2500:500: null 
465:68:2500:500: null 
466:68:2500:500: null 
467:68:2500:500: null 
468:68:2500:500: null 
469:68:2500:500: null 
470:68:2500:500: null 
471:68:2500:500: null 
472:68:2500:500: null 
473:68:2500:500: null 
474:68:2500:500: null 
475:68:2500:500: null 
476:68:2500:500: null 
477:68:2500:500: null 
478:68:2500:500: null 
479:68:2500:500: null 
480:68:2500:500: null 
481:68:2500:500: null 
482:68:2500:500: null 
483:68:2500:500: null 
484:68:2500:500: null 
485:68:2500:500: null 
486:0:2500:500: null 
487:0:2500:500: null 
488:0:2500:500: null 
489:0:2500:500: null 
490:0:2500:500: null 
491:0:2500:500: null 
492:0:2500:500: null 
493:0:2500:500: null 
494:0:2500:500: null 
495:0:2500:500: null 
496:0:2500:500: null 
497:0:2500:500: null 
498:0:2500:500: null 
499:0:2500:500: null 
500:67:2500:500: null 
501:67:2500:500: null 
502:67:2500:500: null 
503:67:2500:500: null 
504:67:2500:500: null 
505:67:2500:500: null 
506:67:2500:500: null 
507:67:2500:500: null 
508:67:2500:500: null 
509:0:2500:500: null 
510:0:2500:500: null 
511:0:2500:500: null 
512:0:2500:500: null 
513:0:2500:500: null 
514:0:2500:500: null 
515:0:2500:500: null 
516:0:2500:500: null 
517:0:2500:500: null 
518:0:2500:500: null 
519:0:2500:500: null 
520:0:2500:500: null 
521:0:2500:500: null 
522:0:2500:500: null 
523:0:2500:500: null 
524:0:2500:500: null 
525:0:2500:500: null 
526:0:2500:500: null 
527:0:2500:500: null 
528:0:2500:500: null 
529:0:2500:500: null 
530:0:2500:500: null 
531:0:2500:500: null 
532:0:2500:500: null 
533:68:2500:500: null 
534:68:2500:500: null 
535:68:2500:500: null 
536:68:2500:500: null 
537:68:2500:500: null 
538:68:2500:500: null 
539:68:2500:500: null 
540:68:2500:500: null 
541:68:2500:500: null 
542:68:2500:500: null 
543:68:2500:500: null 
544:68:2500:500: null 
545:68:2500:500: null 
546:68:2500:500: null 
547:0:2500:500: null 
548:0:2500:500: null 
549:68:2500:500: null 
550:68:2500:500: null 
551:68:2500:500: null 
552:68:2500:500: null 
553:68:2500:500: null 
554:68:2500:500: null 
555:0:2500:500: null 
556:0:2500:500: null 
557:68:2500:500: null 
558:68:2500:500: null 
559:68:2500:500: null 
560:68:2500:500: null 
561:68:2500:500: null 
562:68:2500:500: null 
563:68:2500:500: null 
564:68:2500:500: null 
565:68:2500:500: null 
566:68:2500:500: null 
567:68:2500:500: null 
568:68:2500:500: null 
569:68:2500:500: null 
570:68:2500:500: null 
571:68:2500:500: null 
572:68:2500:500: null 
573:68:2500:500: null 
574:68:2500:500: null 
575:0:2500:500: null 
576:0:2500:500: null 
577:68:2500:500: null 
578:68:2500:500: null 
579:68:2500:500: null 
580:68:2500:500: null 
581:68:2500:500: null 
582:68:2500:500: null 
583:68:2500:500: null 
584:68:2500:500: null 
585:68:2500:500: null 
586:68:2500:500: null 
587:68:2500:500: null 
588:68:2500:500: null 
589:68:2500:500: null 
590:68:2500:500: null 
591:68:2500:500: null 
592:68:2500:500: null 
593:68:2500:500: null 
594:68:2500:500: null 
595:68:2500:500: null 
596:68:2500:500: null 
597:68:2500:500: null 
598:68:2500:500: null 
599:68:2500:500: null 
600:68:2500:500: null 
601:68:2500:500: null 
602:0:2500:500: null 
603:0:2500:500: null 
604:0:2500:500: null 
605:82:2500:500: null 
606:82:2500:500: null 
607:82:2500:500: null 
608:82:2500:500: null 
609:82:2500:500: null 
610:82:2500:500: null 
611:82:2500:500: null 
612:82:2500:500: null 
613:82:2500:500: null 
614:82:2500:500: null 
615:82:2500:500: null 
616:82:2500:500: null 
617:82:2500:500: null 
618:82:2500:500: null 
619:0:2500:500: null 
620:0:2500:500: null 
621:0:2500:500: null 
622:0:2500:500: null 
623:0:2500:500: null 
624:82:2500:500: null 
625:82:2500:500: null 
626:82:2500:500: null 
627:82:2500:500: null 
628:82:2500:500: null 
629:82:2500:500: null 
630:82:2500:500: null 
631:0:2500:500: null 
632:0:2500:500: null 
633:0:2500:500: null 
634:0:2500:500: null 
635:82:2500:500: null 
636:82:2500:500: null 
637:82:2500:500: null 
638:82:2500:500: null 
639:82:2500:500: null 
640:82:2500:500: null 
641:82:2500:500: null 
642:0:2500:500: null 
643:0:2500:500: null 
644:0:2500:500: null 
645:82:2500:500: null 
646:82:2500:500: null 
647:82:2500:500: null 
648:82:2500:500: null 
649:82:2500:500: null 
650:82:2500:500: null 
651:82:2500:500: null 
652:0:2500:500: null 
653:0:2500:500: null 
654:82:2500:500: null 
655:82:2500:500: null 
656:82:2500:500: null 
657:82:2500:500: null 
658:82:2500:500: null 
659:82:2500:500: null 
660:82:2500:500: null 
661:82:2500:500: null 
662:82:2500:500: null 
663:82:2500:500: null 
664:82:2500:500: null 
665:82:2500:500: null 
666:82:2500:500: null 
667:82:2500:500: null 
668:82:2500:500: null 
669:82:2500:500: null 
670:82:2500:500: null 
671:82:2500:500: null 
672:82:2500:500: null 
673:82:2500:500: null 
674:82:2500:500: null 
675:82:2500:500: null 
676:82:2500:500: null 
677:82:2500:500: null 
678:82:2500:500: null 
679:82:2500:500: null 
680:82:2500:500: null 
681:82:2500:500: null 
682:82:2500:500: null 
683:82:2500:500: null 
684:82:2500:500: null 
685:82:2500:500: null 
686:82:2500:500: null 
687:82:2500:500: null 
688:82:2500:500: null 
689:82:2500:500: null 
690:82:2500:500: null 
691:82:2500:500: null 
692:82:2500:500: null 
693:82:2500:500: null 
694:82:2500:500: null 
695:82:2500:500: null 
696:82:2500:500: null 
697:82:2500:500: null 
698:82:2500:500: null 
699:82:2500:500: null 
700:82:2500:500: null 
701:82:2500:500: null 
702:82:2500:500: null 
703:82:2500:500: null 
704:82:2500:500: null 
705:82:2500:500: null 
706:82:2500:500: null 
707:82:2500:500: null 
708:82:2500:500: null 
709:82:2500:500: null 
710:82:2500:500: null 
711:82:2500:500: null 
712:82:2500:500: null 
713:82:2500:500: null 
714:82:2500:500: null 
715:82:2500:500: null 
716:82:2500:500: null 
717:82:2500:500: null 
718:82:2500:500: null 
719:82:2500:500: null 
720:82:2500:500: null 
721:82:2500:500: null 
722:82:2500:500: null 
723:82:2500:500: null 
724:82:2500:500: null 
725:82:2500:500: null 
726:82:2500:500: null 
727:82:2500:500: null 
728:82:2500:500: null 
729:82:2500:500: null 
730:82:2500:500: null 
731:82:2500:500: null 
732:82:2500:500: null 
733:82:2500:500: null 
734:82:2500:500: null 
735:82:2500:500: null 
736:82:2500:500: null 
737:82:2500:500: null 
738:82:2500:500: null 
739:82:2500:500: null 
740:82:2500:500: null 
741:82:2500:500: null 
742:82:2500:500: null 
743:82:2500:500: null 
744:82:2500:500: null 
745:82:2500:500: null 
746:82:2500:500: null 
747:82:2500:500: null 
748:82:2500:500: null 
749:82:2500:500: null 
750:82:2500:500: null 
751:8:2500:500: null 
752:8:2500:500: null 
753:0:2500:500: null 
754:0:2500:500: null 
755:8:2500:500: null 
756:66:2500:500: null 
757:66:2500:500: null 
758:66:2500:500: null 
759:66:2500:500: null 
760:66:2500:500: null 
761:66:2500:500: null 
762:66:2500:500: null 
763:66:2500:500: null 
764:66:2500:500: null 
765:66:2500:500: null 
766:66:2500:500: null 
767:66:2500:500: null 
768:66:2500:500: null 
769:66:2500:500: null 
770:66:2500:500: null 
771:66:2500:500: null 
772:66:2500:500: null 
773:66:2500:500: null 
774:66:2500:500: null 
775:66:2500:500: null 
776:66:2500:500: null 
777:66:2500:500: null 
778:66:2500:500: null 
779:66:2500:500: null 
780:66:2500:500: null 
781:66:2500:500: null 
782:66:2500:500: null 
783:66:2500:500: null 
784:66:2500:500: null 
785:66:2500:500: null 
786:66:2500:500: null 
787:66:2500:500: null 
788:66:2500:500: null 
789:66:2500:500: null 
790:66:2500:500: null 
791:66:2500:500: null 
792:66:2500:500: null 
793:66:2500:500: null 
794:66:2500:500: null 
795:66:2500:500: null 
796:66:2500:500: null 
797:66:2500:500: null 
798:66:2500:500: null 
799:66:2500:500: null 
800:66:2500:500: null 
801:66:2500:500: null 
802:66:2500:500: null 
803:66:2500:500: null 
804:66:2500:500: null 
805:66:2500:500: null 
806:66:2500:500: null 
807:66:2500:500: null 
808:66:2500:500: null 
809:66:2500:500: null 
810:66:2500:500: null 
811:66:2500:500: null 
812:66:2500:500: null 
813:66:2500:500: null 
814:66:2500:500: null 
815:66:2500:500: null 
816:66:2500:500: null 
817:66:2500:500: null 
818:66:2500:500: null 
819:66:2500:500: null 
820:66:2500:500: null 
821:66:2500:500: null 
822:66:2500:500: null 
823:66:2500:500: null 
824:66:2500:500: null 
825:66:2500:500: null 
826:66:2500:500: null 
827:66:2500:500: null 
828:66:2500:500: null 
829:66:2500:500: null 
830:66:2500:500: null 
831:66:2500:500: null 
832:66:2500:500: null 
833:66:2500:500: null 
834:66:2500:500: null 
835:66:2500:500: null 
836:66:2500:500: null 
837:0:2500:500: null 
838:70:2500:500: null 
839:70:2500:500: null 
840:70:2500:500: null 
841:70:2500:500: null 
842:70:2500:500: null 
843:0:2500:500: null 
844:0:2500:500: null 
845:0:2500:500: null 
846:68:2500:500: null 
847:68:2500:500: null 
848:68:2500:500: null 
849:68:2500:500: null 
850:68:2500:500: null 
851:68:2500:500: null 
852:68:2500:500: null 
853:68:2500:500: null 
854:68:2500:500: null 
855:68:2500:500: null 
856:68:2500:500: null 
857:68:2500:500: null 
858:0:2500:500: null 
859:0:2500:500: null 
860:82:2500:500: null 
861:82:2500:500: null 
862:82:2500:500: null 
863:82:2500:500: null 
864:82:2500:500: null 
865:82:2500:500: null 
866:82:2500:500: null 
867:82:2500:500: null 
868:82:2500:500: null 
869:82:2500:500: null 
870:82:2500:500: null 
871:82:2500:500: null 
872:82:2500:500: null 
873:82:2500:500: null 
874:82:2500:500: null 
875:82:2500:500: null 
876:82:2500:500: null 
877:82:2500:500: null 
878:82:2500:500: null 
879:82:2500:500: null 
880:82:2500:500: null 
881:82:2500:500: null 
882:82:2500:500: null 
883:82:2500:500: null 
884:82:2500:500: null 
885:82:2500:500: null 
886:8:2500:500: null 
887:0:2500:500: null 
888:0:2500:500: null 
889:68:2500:500: null 
890:68:2500:500: null 
891:68:2500:500: null 
892:68:2500:500: null 
893:68:2500:500: null 
894:68:2500:500: null 
895:68:2500:500: null 
896:68:2500:500: null 
897:68:2500:500: null 
898:68:2500:500: null 
899:68:2500:500: null 
900:68:2500:500: null 
901:68:2500:500: null 
902:68:2500:500: null 
903:68:2500:500: null 
904:68:2500:500: null 
905:68:2500:500: null 
906:68:2500:500: null 
907:68:2500:500: null 
908:68:2500:500: null 
909:68:2500:500: null 
910:68:2500:500: null 
911:68:2500:500: null 
912:68:2500:500: null 
913:68:2500:500: null 
914:68:2500:500: null 
915:68:2500:500: null 
916:68:2500:500: null 
917:68:2500:500: null 
918:68:2500:500: null 
919:68:2500:500: null 
920:68:2500:500: null 
921:68:2500:500: null 
922:68:2500:500: null 
923:68:2500:500: null 
924:68:2500:500: null 
925:68:2500:500: null 
926:68:2500:500: null 
927:68:2500:500: null 
928:68:2500:500: null 
929:68:2500:500: null 
930:68:2500:500: null 
931:68:2500:500: null 
932:68:2500:500: null 
933:68:2500:500: null 
934:68:2500:500: null 
935:68:2500:500: null 
936:68:2500:500: null 
937:68:2500:500: null 
938:68:2500:500: null 
939:68:2500:500: null 
940:68:2500:500: null 
941:68:2500:500: null 
942:68:2500:500: null 
943:68:2500:500: null 
944:68:2500:500: null 
945:68:2500:500: null 
946:68:2500:500: null 
947:68:2500:500: null 
948:68:2500:500: null 
949:68:2500:500: null 
950:68:2500:500: null 
951:68:2500:500: null 
952:68:2500:500: null 
953:68:2500:500: null 
954:68:2500:500: null 
955:68:2500:500: null 
956:68:2500:500: null 
957:68:2500:500: null 
958:68:2500:500: null 
959:68:2500:500: null 
960:68:2500:500: null 
961:68:2500:500: null 
962:68:2500:500: null 
963:68:2500:500: null 
964:68:2500:500: null 
965:68:2500:500: null 
966:68:2500:500: null 
967:68:2500:500: null 
968:68:2500:500: null 
969:68:2500:500: null 
970:68:2500:500: null 
971:68:2500:500: null 
972:68:2500:500: null 
973:68:2500:500: null 
974:68:2500:500: null 
975:68:2500:500: null 
976:68:2500:500: null 
977:68:2500:500: null 
978:68:2500:500: null 
979:68:2500:500: null 
980:68:2500:500: null 
981:68:2500:500: null 
982:68:2500:500: null 
983:68:2500:500: null 
984:68:2500:500: null 
985:68:2500:500: null 
986:68:2500:500: null 
987:68:2500:500: null 
988:68:2500:500: null 
989:68:2500:500: null 
990:68:2500:500: null 
991:68:2500:500: null 
992:68:2500:500: null 
993:68:2500:500: null 
994:68:2500:500: null 
995:68:2500:500: null 
996:68:2500:500: null 
997:68:2500:500: null 
998:68:2500:500: null 
999:68:2500:500: null 
1000:68:2500:500: null 
1001:68:2500:500: null 
1002:68:2500:500: null 
1003:68:2500:500: null 
1004:68:2500:500: null 
1005:68:2500:500: null 
1006:68:2500:500: null 
1007:68:2500:500: null 
1008:68:2500:500: null 
1009:68:2500:500: null 
1010:68:2500:500: null 
1011:68:2500:500: null 
1012:68:2500:500: null 
1013:68:2500:500: null 
1014:68:2500:500: null 
1015:68:2500:500: null 
1016:68:2500:500: null 
1017:68:2500:500: null 
1018:68:2500:500: null 
1019:68:2500:500: null 
1020:68:2500:500: null 
1021:68:2500:500: null 
1022:68:2500:500: null 
1023:68:2500:500: null 
1024:68:2500:500: null 
1025:68:2500:500: null 
1026:68:2500:500: null 
1027:68:2500:500: null 
1028:68:2500:500: null 
1029:68:2500:500: null 
1030:68:2500:500: null 
1031:68:2500:500: null 
1032:68:2500:500: null 
1033:68:2500:500: null 
1034:68:2500:500: null 
1035:68:2500:500: null 
1036:68:2500:500: null 
1037:68:2500:500: null 
1038:68:2500:500: null 
1039:68:2500:500: null 
1040:68:2500:500: null 
1041:68:2500:500: null 
1042:68:2500:500: null 
1043:68:2500:500: null 
1044:68:2500:500: null 
1045:68:2500:500: null 
1046:68:2500:500: null 
1047:68:2500:500: null 
1048:68:2500:500: null 
1049:68:2500:500: null 
1050:68:2500:500: null 
1051:68:2500:500: null 
1052:68:2500:500: null 
1053:68:2500:500: null 
1054:68:2500:500: null 
1055:68:2500:500: null 
1056:68:2500:500: null 
1057:68:2500:500: null 
1058:68:2500:500: null 
1059:68:2500:500: null 
1060:68:2500:500: null 
1061:68:2500:500: null 
1062:68:2500:500: null 
1063:68:2500:500: null 
1064:68:2500:500: null 
1065:68:2500:500: null 
1066:68:2500:500: null 
1067:68:2500:500: null 
1068:68:2500:500: null 
1069:68:2500:500: null 
1070:68:2500:500: null 
1071:68:2500:500: null 
1072:68:2500:500: null 
1073:68:2500:500: null 
1074:68:2500:500: null 
1075:68:2500:500: null 
1076:68:2500:500: null 
1077:68:2500:500: null 
1078:68:2500:500: null 
1079:68:2500:500: null 
1080:68:2500:500: null 
1081:68:2500:500: null 
1082:68:2500:500: null 
1083:68:2500:500: null 
1084:68:2500:500: null 
1085:68:2500:500: null 
1086:68:2500:500: null 
1087:68:2500:500: null 
1088:68:2500:500: null 
1089:68:2500:500: null 
1090:68:2500:500: null 
1091:68:2500:500: null 
1092:68:2500:500: null 
1093:68:2500:500: null 
1094:68:2500:500: null 
1095:68:2500:500: null 
1096:68:2500:500: null 
1097:68:2500:500: null 
1098:68:2500:500: null 
1099:68:2500:500: null 
1100:68:2500:500: null 
1101:68:2500:500: null 
1102:68:2500:500: null 
1103:68:2500:500: null 
1104:68:2500:500: null 
